indexes,labels,dist_euclid,dist_cos
191,7,119.611115,0.89753354
192,3,171.72131,0.7331017
193,9,174.29033,0.70295
194,2,164.33916,0.7332901
195,7,119.439064,0.89280146
196,3,140.21094,0.87061137
197,3,157.36276,0.7155012
198,3,169.88771,0.6755185
199,9,140.58133,0.67519647
200,3,142.69952,0.8345051
201,5,188.30022,0.48674983
202,3,153.0705,0.6990152
203,5,160.38902,0.7662068
204,9,160.62521,0.47753873
205,6,141.39403,0.7768855
206,1,155.26785,0.82518953
207,3,147.85898,0.7928533
208,2,156.8845,0.73091924
209,7,184.99036,0.42691186
210,5,138.86118,0.74953294
211,1,150.77576,0.79805017
212,1,166.94095,0.7080109
213,4,173.76523,0.5722888
214,7,112.21286,0.8114929
215,3,201.80463,0.49970838
216,8,166.3848,0.68527687
217,0,186.53519,0.4801646
218,0,170.79874,0.59161866
219,2,185.8337,0.58025295
220,5,161.59334,0.6381866
221,9,210.42226,0.43215543
222,5,129.77905,0.862757
223,7,123.99714,0.8399991
224,0,159.77632,0.65902203
225,4,146.77895,0.9031709
226,2,167.12666,0.62178624
227,8,158.58832,0.6521392
228,3,142.40375,0.8487357
229,0,149.72426,0.7165771
230,3,175.0186,0.5614457
231,0,174.54872,0.6193633
232,3,182.02002,0.630715
233,5,225.66487,0.436722
234,3,164.32788,0.6323584
235,5,139.13954,0.8168968
236,4,159.88675,0.76237965
237,6,191.86761,0.35639602
238,8,152.73468,0.62003994
239,6,172.7228,0.553758
240,0,137.62466,0.7467982
241,0,171.90186,0.71330684
242,9,176.3278,0.5733798
243,3,148.05501,0.7309884
244,0,152.60278,0.7861798
245,8,198.79161,0.33761695
246,1,231.5097,0.30107895
247,4,139.10695,0.73434913
248,9,142.18356,0.7468999
249,4,121.51601,0.86986387
250,0,203.72052,0.47905606
251,4,167.28802,0.67727697
252,5,167.80272,0.6915171
253,1,161.0549,0.66159964
254,9,177.08212,0.4015677
255,8,145.65723,0.73960054
256,1,153.90152,0.78089404
257,4,186.65198,0.47256967
258,4,125.70046,0.8810531
259,6,116.33361,0.89179087
260,4,128.45563,0.84966683
261,0,157.05238,0.60271287
262,9,197.95477,0.5894531
263,8,155.67975,0.667939
264,7,111.45017,0.85964215
265,4,126.247284,0.9024606
266,8,180.6105,0.5387263
267,3,163.47618,0.8086853
268,0,172.18448,0.47161612
269,3,188.90141,0.60630006
270,5,155.1161,0.6541367
271,5,136.83424,0.85553527
272,4,185.88657,0.48272923
273,7,131.40991,0.80764794
274,0,133.41151,0.72093505
275,7,196.536,0.34808922
276,3,215.78192,0.35245723
277,3,159.11336,0.7033909
278,0,204.82681,0.37257576
279,2,142.99492,0.86496174
280,1,137.3906,0.86116844
281,2,153.94193,0.73556197
282,9,198.95062,0.59474593
283,9,169.09848,0.57535255
284,0,143.67908,0.6784438
285,1,184.00754,0.48452577
286,3,187.50507,0.5481567
287,9,174.36209,0.6325174
288,3,179.32104,0.5557832
289,9,188.7223,0.42826653
290,1,161.56236,0.7284362
291,4,120.22933,0.8554716
292,8,169.3606,0.6995557
293,1,175.23761,0.6233577
294,9,158.93062,0.6298997
295,4,113.451126,0.8655638
296,8,163.94795,0.56643116
297,7,163.68806,0.5971721
298,3,196.69055,0.47876433
299,4,184.77995,0.6885696
300,5,194.0178,0.52657646
301,7,120.948456,0.8904912
302,2,188.34825,0.5520072
303,4,157.6414,0.6493952
304,6,123.29695,0.87101096
305,8,191.97536,0.68624306
306,3,154.78967,0.72975373
307,7,136.10536,0.70589995
308,8,177.43556,0.4792919
309,3,151.3315,0.80530447
310,7,127.77703,0.8598846
311,3,162.2264,0.7189274
312,8,176.36398,0.61019033
313,4,199.96994,0.31153998
314,4,139.14922,0.8315184
315,4,133.32942,0.9049381
316,7,135.69153,0.6963748
317,4,189.28584,0.38778365
318,3,147.60986,0.7374179
319,4,127.24971,0.86982906
320,4,139.33727,0.9017457
321,6,179.96022,0.47303727
322,0,175.18008,0.8050568
323,4,189.3116,0.60783285
324,0,203.78308,0.51538855
325,0,184.16492,0.52453274
326,2,196.17732,0.56150365
327,8,165.59589,0.49458233
328,4,126.38264,0.87488955
329,2,183.93314,0.628201
330,8,155.03702,0.60322756
331,6,133.42168,0.7835401
332,8,166.57161,0.7135017
333,9,169.68376,0.68848324
334,4,141.38396,0.8244679
335,3,135.58876,0.8283664
336,9,169.71652,0.6241674
337,0,192.8142,0.36886066
338,5,145.7703,0.7959792
339,9,150.44254,0.67637277
340,3,165.10869,0.7218423
341,9,151.73409,0.65474796
342,4,132.1079,0.82511646
343,7,133.79887,0.7198223
344,2,170.2486,0.58577293
345,9,187.71336,0.49418986
346,5,132.83264,0.81850195
347,4,122.463165,0.79593813
348,4,143.897,0.77113676
349,0,157.0958,0.7235773
350,4,137.69797,0.7330794
351,6,142.84227,0.7349157
352,7,151.01277,0.6771324
353,9,154.44049,0.67084235
354,3,148.44691,0.7897757
355,2,166.8529,0.5891633
356,5,160.99866,0.7293342
357,3,169.38477,0.58388376
358,5,136.27435,0.8877643
359,0,186.52267,0.5474922
360,7,126.630554,0.905079
361,7,233.51054,0.321914
362,3,154.35883,0.7677973
363,5,140.43524,0.7314327
364,0,173.44072,0.7166667
365,3,149.7476,0.83238083
366,7,135.80518,0.9193516
367,4,184.82788,0.57863474
368,0,177.2117,0.5231199
369,5,193.79349,0.42200086
370,8,171.57574,0.6160598
371,3,186.8613,0.5809561
372,2,146.81491,0.8546347
373,2,185.33018,0.6265233
374,6,180.23262,0.4189112
375,0,151.48602,0.78719246
376,4,128.25162,0.87648684
377,9,171.79977,0.77201307
378,6,154.07426,0.82298714
379,4,169.22531,0.5572773
380,0,172.11914,0.6048271
381,8,161.37164,0.65201575
382,0,139.88164,0.7341973
383,4,137.19183,0.86296207
384,9,167.79163,0.66537327
385,1,176.50978,0.65519077
386,4,193.13133,0.41847742
387,7,153.45793,0.67324495
388,3,155.2241,0.70101976
389,4,140.81403,0.822846
390,5,146.48549,0.72726345
391,4,176.73514,0.51776785
392,3,161.68985,0.842953
393,0,167.72531,0.707534
394,2,159.43968,0.6590876
395,8,176.69171,0.35771507
396,9,169.24562,0.49963877
397,8,177.84146,0.54623705
398,6,182.58147,0.60064477
399,0,180.85214,0.5511
400,6,169.21402,0.52791166
401,4,172.05374,0.540306
402,3,175.30211,0.6937885
403,0,160.67093,0.7047427
404,8,154.34276,0.70416546
405,0,166.94035,0.6508932
406,4,190.23846,0.43152842
407,7,206.57787,0.38831192
408,3,175.39502,0.5565868
409,3,181.84927,0.5503156
410,2,178.89368,0.57355565
411,4,142.13193,0.90965194
412,7,141.20491,0.75229263
413,4,122.13545,0.86900246
414,0,163.15074,0.83647925
415,3,162.14,0.54647446
416,4,119.590294,0.91796917
417,7,141.5761,0.7682998
418,5,174.24173,0.5567027
419,9,168.94226,0.62879467
420,3,187.53914,0.48756793
421,0,186.89188,0.6075239
422,9,180.62424,0.5028072
423,4,172.4581,0.56574005
424,2,168.81595,0.72799826
425,7,186.4417,0.48784372
426,8,168.35167,0.5566243
427,9,147.11166,0.7014317
428,1,144.60602,0.6771676
429,4,145.8448,0.92053837
430,4,153.49207,0.87689126
431,8,188.00511,0.5031577
432,3,135.91016,0.82392406
433,0,183.71758,0.54036987
434,4,149.13277,0.7358777
435,0,144.8925,0.69619817
436,6,113.99482,0.86058986
437,6,132.47151,0.8769518
438,7,133.30293,0.7645508
439,0,189.4144,0.48400995
440,4,142.55841,0.9046269
441,4,147.94383,0.68085986
442,9,170.79344,0.7629746
443,3,148.28238,0.62177324
444,4,198.24593,0.46569866
445,0,165.76987,0.5571014
446,8,185.82188,0.50449675
447,0,156.24661,0.745211
448,4,204.23201,0.5556605
449,3,154.5921,0.8002637
450,5,164.62207,0.6488902
451,9,183.1854,0.5354245
452,0,186.53664,0.55663526
453,7,131.66254,0.7950959
454,0,171.48462,0.5367053
455,0,168.86035,0.507443
456,5,145.31248,0.8017308
457,7,172.71846,0.61128616
458,9,189.98906,0.61064595
459,0,153.26955,0.7853366
460,3,153.86194,0.7772321
461,0,132.92926,0.77585185
462,7,217.78569,0.31761488
463,6,199.25342,0.4079461
464,8,157.91176,0.6703996
465,4,128.44778,0.8962699
466,3,191.71935,0.41237456
467,2,201.70633,0.5895746
468,1,151.93698,0.71631175
469,3,171.64346,0.6835662
470,7,127.42435,0.7519861
471,8,170.44865,0.5817749
472,4,162.4438,0.6280022
473,4,195.3039,0.48639312
474,9,173.45007,0.35704616
475,7,145.05856,0.7507148
476,4,156.3844,0.7754208
477,2,160.42026,0.5606838
478,4,185.88184,0.43991548
479,0,159.74155,0.73315287
480,0,184.8156,0.57312703
481,4,167.71219,0.6402723
482,4,194.3325,0.48542896
483,3,180.22296,0.54281634
484,7,168.89935,0.6788951
485,2,187.98442,0.52555794
486,8,163.13127,0.6780878
487,5,171.2692,0.5725907
488,0,169.46718,0.669462
489,3,134.07057,0.8516296
490,5,223.80693,0.43816563
491,9,142.6868,0.70280755
492,1,186.44196,0.6036985
493,4,157.04016,0.69303674
494,7,176.8793,0.569604
495,1,187.44664,0.53668004
496,4,163.81432,0.6541906
497,2,182.84259,0.5850071
498,1,134.72398,0.85221666
499,2,168.16171,0.6213449
500,3,165.46075,0.71791947
501,7,121.826256,0.8296488
502,3,172.40892,0.63067776
503,4,198.35803,0.5949671
504,4,177.67493,0.5176513
505,5,186.55551,0.4955144
506,3,200.60124,0.4881706
507,9,177.21626,0.6858583
508,3,177.36253,0.57940316
509,7,125.305984,0.7538101
510,4,158.88008,0.7115024
511,8,169.79161,0.66561455
512,1,142.55417,0.84586424
513,3,180.81203,0.8368879
514,4,145.14853,0.7601333
515,7,145.86983,0.8085334
516,9,167.87971,0.5500708
517,4,164.0115,0.58854204
518,9,169.58803,0.596403
519,3,190.44884,0.51922774
520,3,170.32419,0.5686792
521,3,142.0747,0.74002635
522,3,155.11935,0.69457984
523,7,131.00906,0.8845982
524,9,174.71983,0.62360847
525,8,201.28934,0.7727789
526,5,185.18692,0.61470914
527,4,144.67165,0.8939489
528,6,196.12668,0.7249486
529,5,134.11972,0.8693362
530,0,153.16408,0.6386382
531,4,190.92145,0.5482714
532,4,150.53519,0.75646764
533,6,182.0297,0.5880575
534,4,156.75792,0.5942703
535,3,182.2036,0.5721556
536,7,123.11852,0.888579
537,0,173.11157,0.53882325
538,3,204.34152,0.32087877
539,9,200.43431,0.52287316
540,4,174.55035,0.6661967
541,3,121.13362,0.8425298
542,4,174.29668,0.6413138
543,7,177.61075,0.6303885
544,0,148.12657,0.8010336
545,3,151.35854,0.6285326
546,2,154.98555,0.59253526
547,1,173.2412,0.6222974
548,3,137.66989,0.8510862
549,4,164.34053,0.6050608
550,3,143.73387,0.83915
551,7,209.24222,0.35479462
552,3,181.82086,0.42989752
553,0,172.34247,0.6674943
554,3,165.27,0.7829361
555,2,189.30247,0.4616106
556,3,127.09116,0.8437972
557,8,165.91672,0.46319115
558,2,174.59758,0.5472693
559,9,178.47832,0.42916366
560,3,209.96646,0.3988288
561,4,194.43213,0.5188559
562,0,183.67056,0.40425387
563,4,155.24445,0.7093811
564,4,206.55583,0.28480908
565,9,197.63785,0.52233994
566,0,158.43404,0.8274572
567,3,146.86028,0.7758384
568,6,158.98982,0.64808697
569,7,192.34813,0.45334062
570,5,157.57547,0.7516716
571,8,186.17961,0.44620982
572,3,140.98907,0.77039266
573,5,206.52121,0.500306
574,8,152.54604,0.715956
575,4,161.41281,0.7492368
576,0,171.83257,0.47476968
577,9,187.64629,0.5222565
578,3,200.75694,0.45042023
579,4,147.12822,0.87830913
580,1,181.22467,0.58716327
581,3,146.52075,0.8079617
582,3,167.85768,0.69591063
583,1,151.22429,0.8461109
584,0,164.03261,0.7244458
585,3,196.66891,0.35255355
586,4,152.0115,0.7407306
587,9,177.02106,0.64843464
588,8,168.35954,0.561077
589,4,162.202,0.69296366
590,5,158.6567,0.6204077
591,8,186.00882,0.5423831
592,0,192.8797,0.39490154
593,6,175.8704,0.6148695
594,3,145.91707,0.61806643
595,7,120.34072,0.8641333
596,4,156.8022,0.7878963
597,8,163.86476,0.71808684
598,4,198.18645,0.39382696
599,3,209.83127,0.2636576
600,6,183.94327,0.54228693
601,6,185.40024,0.59494567
602,0,170.94649,0.58447343
603,9,157.19298,0.6725395
604,0,173.75038,0.65027905
605,0,163.80605,0.575208
606,6,142.65315,0.8036154
607,4,118.9722,0.8836648
608,0,182.95004,0.51164556
609,3,152.64395,0.8590276
610,8,184.88045,0.75311685
611,7,174.16826,0.49753135
612,4,143.89194,0.81057155
613,5,146.13484,0.72470224
614,5,139.65802,0.76634014
615,3,202.4947,0.39680967
616,0,167.27304,0.51975244
617,3,141.50018,0.69298244
618,8,207.55914,0.5476523
619,4,155.86783,0.67783314
620,5,137.59656,0.8338596
621,3,168.55865,0.6381385
622,2,184.68869,0.63764274
623,6,141.47156,0.8108364
624,5,139.30867,0.8738104
625,4,212.4297,0.30120775
626,3,175.51714,0.6748555
627,2,168.13704,0.5810692
628,3,159.70392,0.5315019
629,2,189.32054,0.5701198
630,2,188.70784,0.5555566
631,4,147.82507,0.73323596
632,2,204.05254,0.46752858
633,8,168.7018,0.5581711
634,5,213.2691,0.35590792
635,4,190.79831,0.3627084
636,0,153.62477,0.69218737
637,4,140.08844,0.72771716
638,7,219.87785,0.40816775
639,6,140.62196,0.77357215
640,1,174.44327,0.6398205
641,0,149.09372,0.8428271
642,7,126.929504,0.91935927
643,9,149.94383,0.69202507
644,8,154.78815,0.5240152
645,3,219.61038,0.528318
646,0,193.8105,0.5019002
647,4,160.99904,0.7405834
648,3,144.52348,0.82107127
649,3,228.25713,0.3442453
650,4,159.54404,0.6133819
651,9,175.68295,0.53811294
652,3,190.25792,0.4999933
653,0,165.46391,0.8120829
654,2,139.14262,0.8702961
655,3,141.28561,0.82910395
656,9,169.46394,0.5765082
657,3,244.7398,0.3200576
658,3,175.21669,0.63287085
659,4,132.64328,0.8271738
660,8,159.98354,0.6805459
661,3,130.87195,0.82553434
662,7,174.70638,0.4846465
663,3,215.58012,0.49324962
664,5,145.66364,0.8668187
665,7,160.02263,0.6366905
666,3,174.41457,0.7056068
667,0,155.29678,0.71896887
668,4,134.45789,0.88483995
669,4,185.97112,0.55159813
670,1,171.9853,0.6408097
671,8,146.42087,0.78819317
672,2,160.61957,0.61781114
673,5,141.27742,0.7832213
674,4,139.55563,0.7074486
675,5,168.73114,0.6420927
676,3,146.32098,0.73448443
677,2,198.37938,0.3845385
678,7,138.76137,0.910331
679,5,148.14574,0.8883533
680,9,151.45758,0.69426095
681,6,167.61774,0.6775027
682,4,207.77641,0.50417656
683,4,164.81972,0.6751789
684,7,209.42506,0.40919387
685,4,141.13101,0.8986024
686,4,114.74965,0.89781284
687,7,176.73308,0.61086124
688,4,171.16814,0.70162994
689,4,185.28918,0.4346873
690,9,194.51808,0.5078083
691,3,153.16675,0.859771
692,8,165.27167,0.5288903
693,7,184.44125,0.503746
694,4,130.29794,0.8925879
695,3,173.64462,0.59210056
696,7,174.63425,0.52730346
697,4,147.0771,0.79402864
698,6,163.57262,0.504431
699,9,160.7216,0.6744514
700,6,205.24265,0.38423613
701,0,174.99484,0.59896356
702,7,118.64419,0.85489434
703,2,145.6229,0.78346986
704,3,154.99576,0.82949847
705,4,195.98643,0.58900297
706,3,144.76436,0.7421901
707,3,146.61903,0.661843
708,3,136.90152,0.8308756
709,6,131.0871,0.77744323
710,3,221.46715,0.35135916
711,3,182.08398,0.8279129
712,0,163.07538,0.7349652
713,3,147.66193,0.5963198
714,4,144.68777,0.80879664
715,1,173.644,0.56560385
716,2,184.73831,0.6085526
717,6,164.37566,0.5821244
718,4,131.52615,0.8049567
719,3,157.11139,0.70886254
720,2,173.79019,0.5161805
721,3,153.34322,0.752664
722,5,222.6878,0.38155752
723,2,146.23242,0.82965344
724,1,131.78769,0.7967832
725,3,183.50975,0.5441004
726,0,195.20439,0.46205768
727,5,180.9252,0.6882925
728,3,167.81544,0.65472406
729,0,180.48434,0.5507086
730,0,147.4246,0.6854506
731,7,121.878944,0.8290632
732,3,185.30472,0.5068799
733,3,126.88764,0.81533295
734,4,172.97903,0.576333
735,0,147.80867,0.6547667
736,3,139.02303,0.7867024
737,3,167.67943,0.6317379
738,2,180.77856,0.4024634
739,0,191.50934,0.40215233
740,8,199.93954,0.50944215
741,4,193.73792,0.5329336
742,0,185.72371,0.599323
743,5,172.82117,0.6261179
744,0,124.7202,0.76395273
745,1,155.19775,0.72458076
746,4,183.24826,0.5776922
747,2,151.3255,0.81016403
748,3,138.007,0.79756826
749,4,150.27477,0.9194797
750,0,162.07089,0.62805575
751,4,156.95253,0.73796135
752,7,105.77389,0.9004152
753,3,166.07095,0.64344186
754,1,147.02815,0.75484794
755,7,146.21056,0.6641846
756,9,177.59198,0.5736571
757,8,160.6382,0.6553619
758,2,150.67996,0.7233193
759,2,191.16763,0.55145806
760,1,157.47752,0.7508292
761,4,181.75449,0.45928574
762,5,133.57495,0.77201885
763,8,179.00308,0.7078548
764,3,162.0274,0.64234555
765,9,201.85335,0.4323428
766,0,168.692,0.5637385
767,3,175.94571,0.5287247
768,5,168.67065,0.6587848
769,5,210.01068,0.42655835
770,3,169.32562,0.59395325
771,4,179.89145,0.5853648
772,4,177.54472,0.53627205
773,3,167.73126,0.6696827
774,4,182.17393,0.632466
775,2,152.9844,0.7383596
776,8,144.10226,0.68994415
777,8,162.4388,0.68363273
778,3,141.89235,0.78873897
779,7,151.3359,0.64623374
780,3,205.71066,0.33985147
781,9,153.63158,0.75530314
782,2,136.19254,0.84334195
783,3,193.28583,0.6421382
784,1,181.38881,0.59055454
785,7,196.86821,0.38948217
786,9,166.01852,0.42425585
787,0,239.72523,0.25752217
788,7,172.58797,0.61990476
789,4,160.52373,0.6760451
790,5,177.41339,0.50856566
791,5,206.63275,0.43240023
792,0,157.61807,0.6752373
793,5,149.44537,0.87342334
794,3,144.26334,0.7998834
795,0,169.0588,0.6436242
796,0,197.67763,0.7814407
797,2,170.1332,0.64805037
798,6,149.12804,0.89536196
799,3,170.68068,0.46248263
800,4,201.85611,0.35348552
801,4,150.60634,0.7073754
802,9,182.3946,0.56314087
803,7,153.58171,0.677459
804,6,180.65791,0.5973977
805,8,176.88095,0.47183192
806,2,154.7634,0.8434747
807,4,198.47282,0.44240054
808,1,173.45207,0.6120501
809,7,166.29855,0.6209691
810,4,121.73298,0.86944664
811,0,163.3432,0.70091736
812,2,167.86546,0.68421745
813,4,166.93451,0.68204045
814,6,167.12224,0.59493107
815,9,189.50652,0.5362154
816,6,125.049194,0.83104026
817,0,153.7968,0.60310805
818,3,177.04813,0.64740705
819,3,195.35315,0.4684338
820,4,138.9988,0.8479813
821,3,182.22574,0.47198284
822,3,200.51283,0.40738234
823,7,139.42743,0.8116833
824,0,159.41113,0.74576837
825,8,180.84125,0.6040179
826,7,162.47948,0.6181708
827,5,168.88855,0.66922843
828,5,152.71118,0.6631025
829,1,172.78749,0.57900983
830,0,157.86021,0.7334758
831,3,165.51158,0.5953844
832,5,147.5485,0.77052206
833,5,204.3409,0.49550998
834,0,175.05164,0.60198873
835,4,147.9474,0.7180297
836,5,189.56255,0.4320061
837,0,136.69485,0.8606316
838,5,132.15022,0.8908251
839,0,168.16753,0.67980653
840,5,145.5842,0.79231554
841,3,163.3039,0.76163036
842,4,167.96028,0.57701087
843,3,150.4855,0.71615833
844,0,181.60439,0.5603973
845,2,148.60236,0.7693655
846,5,181.02983,0.42075822
847,0,197.15778,0.46345764
848,0,194.23387,0.5166433
849,4,163.92845,0.6524077
850,5,174.97319,0.49295136
851,5,137.34152,0.7344649
852,3,169.90474,0.6377781
853,8,192.30717,0.5154649
854,7,162.20547,0.6296561
855,3,156.35553,0.6654505
856,3,158.16519,0.62184954
857,7,123.84653,0.77256703
858,8,162.68672,0.6329555
859,0,171.40805,0.8260207
860,1,155.30556,0.77435356
861,3,155.13655,0.78460443
862,6,126.519135,0.7901487
863,3,147.17296,0.705875
864,3,194.90704,0.41786388
865,3,133.83276,0.78111595
866,1,143.7086,0.8150155
867,4,154.47554,0.6782151
868,3,136.50203,0.8560134
869,5,138.46167,0.82871425
870,3,138.33318,0.8282543
871,4,164.58884,0.6989767
872,6,142.9332,0.7726117
873,4,148.33913,0.91791147
874,0,156.00948,0.6174541
875,0,148.99548,0.6955337
876,7,164.84294,0.6159454
877,6,135.27844,0.85467255
878,4,167.91695,0.59634626
879,6,113.92328,0.90297973
880,9,178.38028,0.57805574
881,7,185.6148,0.6110577
882,3,173.70937,0.7426658
883,0,195.79962,0.43628362
884,9,161.0063,0.53808224
885,4,186.81749,0.63678133
886,3,159.60806,0.7946382
887,3,136.12447,0.84277064
888,1,195.37804,0.39780822
889,3,168.84776,0.5923098
890,8,157.88266,0.80635357
891,7,148.41876,0.7441102
892,3,150.9235,0.6112195
893,0,171.46779,0.5294071
894,5,161.43443,0.8443435
895,0,174.30173,0.5512533
896,4,126.61226,0.8001105
897,3,164.56442,0.7434912
898,4,175.19035,0.6448656
899,5,185.62756,0.5592657
900,0,192.01968,0.3282724
901,4,182.91164,0.656181
902,7,130.98561,0.8529357
903,7,136.62651,0.7649558
904,9,162.20306,0.545221
905,7,129.95494,0.8119804
906,4,129.5268,0.90828824
907,4,186.52249,0.56775075
908,4,168.78696,0.661126
909,9,189.08171,0.45329598
910,0,154.53983,0.65388435
911,1,132.88786,0.8780117
912,3,166.69606,0.8466525
913,9,239.44028,0.28441286
914,7,148.89961,0.67870337
915,2,143.98697,0.6877186
916,7,122.32803,0.8528291
917,2,179.51361,0.42579874
918,5,143.01556,0.8947997
919,7,128.71182,0.90580314
920,1,155.64586,0.63683206
921,3,192.93074,0.59142286
922,3,215.70787,0.49900743
923,9,154.79555,0.72395337
924,0,146.76363,0.7351069
925,4,132.094,0.91513205
926,7,134.91481,0.77126896
927,7,108.88869,0.86104125
928,3,190.97667,0.61853945
929,0,188.37654,0.640336
930,7,157.23233,0.6172647
931,4,167.12009,0.62392473
932,8,196.12729,0.44035992
933,2,209.49608,0.4488319
